y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0,0,1,10,-0.266400513547412,0,-0.626453810742332,-0.131414372030261,-1.53814679887861,0,0,0.29055976712066,1.67015474698019,1.04779049504303,0.893978078047701
0,0,0,5,0.790324798819898,0,0.183643324222082,-1.04126328872246,2.0040254479947,0,1,-0.8231170902007,-0.213748669771591,1.26868533323913,1.72560885090727
0,0,0,7,0.870765020946125,0,-0.835628612410047,0.0523746129962337,-1.70543180542825,0,0,-1.05013365427052,-0.202936528833962,-1.69820501527782,1.02717135716583
0,0,0,9,-0.789834465018804,1,1.59528080213779,0.388524268680985,-1.21628383905767,0,0,0.62107734725806,-1.30077539597449,-1.08827239776802,-1.19765938398777
0,1,1,6,1.02613179382935,1,0.329507771815361,-0.672832809476597,0.936360320670133,0,0,-0.104898810040412,-1.11949072675582,-0.510758955960634,-1.97145577556046
0,1,0,10,0.583713920565526,0,-0.820468384118015,-1.30881354206628,0.146794950133849,0,0,-0.153110227165232,0.398589845679519,-0.423739941742314,1.68089094143202
0,0,1,8,-0.297980357685464,1,0.487429052428485,-0.430354339607863,-0.280104747050253,1,1,-0.22478329809212,-0.0789924864837565,1.12248788359988,-1.12726814752772
0,1,0,8,-0.349649176489695,0,0.738324705129217,1.44136073634119,1.51385076427626,0,0,0.425907659106138,-1.32393780479942,-2.17237419411745,0.997264821024059
0,0,0,5,0.0325403177035061,0,0.575781351653492,0.517591992316882,0.376061666471543,0,0,0.0241514202203265,0.140625236002707,1.1436339682969,1.43171719165656
0,1,0,6,-0.187029944025344,0,-0.305388387156356,0.17007651854319,-0.649805358946316,1,0,-0.0742641626798838,-0.3647755000898,-2.03132705266867,0.0169325374043156
0,0,0,5,0.312127856530274,1,1.51178116845085,1.20199711506972,-1.20461958580986,0,0,-1.11644530174229,-1.23255726548462,-1.63780277597372,-1.78011537174754
0,0,1,7,2.20071607236777,0,0.389843236411431,0.249105329216687,-0.698479577009693,0,0,-0.812855872826143,2.95445537126872,1.28809860149478,0.5352664920656
0,0,1,8,0.367864249163771,0,-0.621240580541804,1.59531613155987,-2.91603555804696,0,0,1.78141674965374,-0.0208807656727455,0.147109937232072,0.465732767521354
0,0,1,8,-0.689833261131935,1,-2.2146998871775,0.35618894899804,-1.50307147084262,0,0,-1.1955760896095,-0.796947953750213,-0.76297951766706,1.21735237316597
0,1,1,8,0.818138882118577,0,1.12493091814311,-0.334870667892325,-0.983302775705095,0,0,-0.376902849069808,0.489055487205048,-0.0255075320947472,1.31207422833611
0,1,1,10,0.632616133493155,0,-0.0449336090152309,1.60216975359885,-1.60240498990097,0,0,2.08307963316232,-0.191685378638418,1.83921132343757,-0.452869656681981
0,0,1,8,0.49998066652735,0,-0.0161902630989461,-0.405063120284798,-0.337648221823306,0,0,-1.56307444274336,-0.529976830098807,-0.141202796211389,1.7456045255296
0,1,0,5,-0.196965480306894,0,0.943836210685299,0.359968330285843,0.161038770842313,1,0,-0.156429128843235,-0.490089752974425,-0.859479659400479,-0.839610643911788
1,0,1,7,-0.362542102729615,0,0.821221195098089,-0.836048365841162,0.445777205807405,0,0,-0.440898819720152,-0.166940485899484,0.810747014103268,-0.23788071984357
0,0,1,5,0.0658751884813707,1,0.593901321217509,1.11818422003569,0.91009297850541,0,0,-1.03373264128467,0.293126200108999,-0.313764003151691,-0.168814267749035
0,0,1,4,-0.90647279093094,0,0.918977371608218,0.731558504739488,-1.30640455279204,0,0,1.07789089852587,-0.0862387196720557,-1.5609907018339,-0.210169271099652
0,0,0,7,-1.06189251107803,0,0.782136300731067,0.134767900846067,0.773246183332818,0,0,0.947024110885423,-0.466817847328337,-0.814082793355741,-0.334225186302657
0,1,0,10,-0.321013570030576,0,0.0745649833651906,-0.272604886981384,0.209658523421113,0,0,-1.00795491109654,-0.956578972370868,2.70104148808069,0.43927141679786
0,1,0,8,0.43805033444401,0,-1.98935169586337,-1.75572381675443,-0.496233974863642,0,0,0.232729847368254,1.58853618680999,-1.12509791435781,-0.122173933020647
0,0,1,7,-0.0507407789277722,0,0.61982574789471,0.339539430415681,-1.37101565106713,0,1,0.126614597745461,-1.26646569706603,1.41215661889125,-1.93048714564992
0,0,1,4,-0.0348099348791437,0,-0.0561287395290008,1.52692763000743,-0.423297942569105,0,0,1.4217405716438,0.967041526606563,-0.515889083574433,-1.41589352320789
1,1,1,5,-0.836562626229729,0,-0.155795506705329,-0.129016583581184,-0.382802606047241,0,1,1.10748263741967,0.783188053318044,-1.32572467768047,-2.2183974239712
0,0,1,7,0.90740625517627,0,-1.47075238389927,2.07647266362949,0.94014214218746,1,0,-0.371427656086484,-0.407657794853124,0.28899687015535,0.886205118267404
0,1,1,7,-0.152807837586833,0,-0.47815005510862,-0.201412698014486,-0.806617585282973,0,1,0.549552343569565,-2.08379639284397,-0.880243442864804,-0.354017969039071
0,0,1,8,-1.1228558043995,0,0.417941560199702,-0.643740587870856,0.241379607168051,0,0,0.897231141088766,0.991724060632549,1.6362402621024,-1.39106571973299
0,1,1,8,2.1296286074899,0,1.35867955152904,0.0274860718447106,2.268510628462,0,0,-1.42993437547672,1.02729870741342,-0.327509912944571,-0.0871642479487591
0,0,1,5,-0.119140679735112,1,-0.102787727342996,0.812416868107051,0.108082598995164,1,1,-1.54135513680781,1.52223957670925,1.16539839136231,-0.346060568090359
1,0,0,8,0.018951164166053,0,0.387671611559369,-0.526264988676729,0.609527845368971,0,0,-1.95967813492214,1.11537197409686,-0.861765034814901,-0.536770494614744
1,1,1,9,-0.671578714540675,0,-0.0538050405829051,-0.672464513195037,0.724011484877504,1,0,1.6904882338527,-0.304643347220936,-0.789608606899006,-0.0578150272190262
1,0,0,9,-0.712020736854964,0,-1.37705955682861,-2.4725646748974,1.62068893020762,0,0,0.648683164974771,0.602986808117939,0.549001309340528,-2.16415216992446
0,0,0,6,2.38792313547222,0,-0.41499456329968,0.591934154323558,0.849632624376774,0,0,0.459678721520432,-0.631148069351087,0.606429003265585,0.718232892520088
